timestamp,sweep,model,harness,prompt,max_tokens,kv_mode,sink_tokens,simd_matmul,fused_kv_min,block_len,accept_mode,temp,ddtree,prefill_s,decode_tps,total_tokens,accept_rate,extra
2026-05-29T16:59:18Z,full,Qwen3.6-27B-UD-MLX-4bit,generate,long,64,TURBO_KV,4,1,512,-,greedy,0.0,off,24.66,8.8,64,kv_backend=turboquant,
2026-05-29T17:01:06Z,full,Qwen3.6-27B-UD-MLX-4bit,generate,long,256,unset,-,-,-,-,greedy,0.0,off,24.08,8.8,256,kv_backend=standard,
2026-05-29T17:02:55Z,full,Qwen3.6-27B-UD-MLX-4bit,generate,long,256,QUANTIZE_KV,-,-,-,-,greedy,0.0,off,24.08,8.7,256,kv_backend=quantized,
2026-05-29T17:04:45Z,full,Qwen3.6-27B-UD-MLX-4bit,generate,long,256,PAGED,-,-,-,-,greedy,0.0,off,25.00,8.5,256,kv_backend=paged,
2026-05-29T17:06:37Z,full,Qwen3.6-27B-UD-MLX-4bit,generate,long,256,TURBO_KV,0,unset,8192,-,greedy,0.0,off,25.00,8.4,256,kv_backend=turboquant,
2026-05-29T17:08:30Z,full,Qwen3.6-27B-UD-MLX-4bit,generate,long,256,TURBO_KV,0,unset,512,-,greedy,0.0,off,24.83,8.4,256,kv_backend=turboquant,
2026-05-29T17:10:22Z,full,Qwen3.6-27B-UD-MLX-4bit,generate,long,256,TURBO_KV,0,1,8192,-,greedy,0.0,off,25.00,8.4,256,kv_backend=turboquant,
2026-05-29T17:12:14Z,full,Qwen3.6-27B-UD-MLX-4bit,generate,long,256,TURBO_KV,0,1,512,-,greedy,0.0,off,24.89,8.4,256,kv_backend=turboquant,
2026-05-29T17:14:07Z,full,Qwen3.6-27B-UD-MLX-4bit,generate,long,256,TURBO_KV,4,unset,8192,-,greedy,0.0,off,24.79,8.4,256,kv_backend=turboquant,
2026-05-29T17:16:00Z,full,Qwen3.6-27B-UD-MLX-4bit,generate,long,256,TURBO_KV,4,unset,512,-,greedy,0.0,off,25.05,8.3,256,kv_backend=turboquant,
2026-05-29T17:17:53Z,full,Qwen3.6-27B-UD-MLX-4bit,generate,long,256,TURBO_KV,4,1,8192,-,greedy,0.0,off,24.86,8.4,256,kv_backend=turboquant,
2026-05-29T17:19:45Z,full,Qwen3.6-27B-UD-MLX-4bit,generate,long,256,TURBO_KV,4,1,512,-,greedy,0.0,off,24.77,8.4,256,kv_backend=turboquant,
2026-05-29T17:19:52Z,full,Qwen3.6-35B-A3B-4bit,generate,short,64,PAGED,-,-,-,-,greedy,0.0,off,1.11,71.1,64,kv_backend=paged,
2026-05-29T17:20:03Z,full,Qwen3.6-35B-A3B-4bit,generate,short,256,PAGED,-,-,-,-,greedy,0.0,off,1.10,70.6,256,kv_backend=paged,
2026-05-29T17:20:20Z,full,Qwen3.6-35B-A3B-4bit,generate,long,64,PAGED,-,-,-,-,greedy,0.0,off,6.62,68.7,64,kv_backend=paged,
2026-05-29T17:20:42Z,full,Qwen3.6-35B-A3B-4bit,generate,long,256,PAGED,-,-,-,-,greedy,0.0,off,6.60,68.7,256,kv_backend=paged,
2026-05-29T17:20:55Z,full,gemma-4-e4b-it-4bit,ar_bench,short,256,unset,-,-,-,-,greedy,0.0,off,0.20,47.04,kv_backend=standard,,
2026-05-29T17:21:19Z,full,gemma-4-e4b-it-4bit,ar_bench,short,256,PAGED,-,-,-,-,greedy,0.0,off,0.20,39.74,kv_backend=paged,,
2026-05-29T17:21:30Z,full,gemma-4-e4b-it-4bit,ar_bench,long,64,unset,-,-,-,-,greedy,0.0,off,2.85,44.57,kv_backend=standard,,
2026-05-29T17:21:42Z,full,gemma-4-e4b-it-4bit,ar_bench,long,64,PAGED,-,-,-,-,greedy,0.0,off,2.82,37.78,kv_backend=paged,,
2026-05-29T17:22:01Z,full,gemma-4-e4b-it-4bit,ar_bench,long,256,unset,-,-,-,-,greedy,0.0,off,2.84,45.13,kv_backend=standard,,
2026-05-29T17:22:28Z,full,gemma-4-e4b-it-4bit,ar_bench,long,256,PAGED,-,-,-,-,greedy,0.0,off,2.82,37.49,kv_backend=paged,,
